label,kind,dur_s,loss,loss_dt_s,act_n,act_rate_hz,act_dt_us,act_dup_extra,act_20ms_dt_count,act_sources,outputs_n,outputs_rate_hz,output_sources,critical_output_sources,logger_rates_hz
mcnn_s3_pair1,mcnn,61.844,tilt>90,0.604,14427,233.28,min=0 p50=4000 p95=8000 p99=8000 max=12000,39,0,allocator_tag:1617/14427=0.112,neural_tag:12810/14427=0.888,14251,230.43,allocator_tag:1515/14251=0.106,neural_tag:12736/14251=0.894,allocator_tag:13/138=0.094,neural_tag:125/138=0.906,actuator_motors:233.3|actuator_outputs:230.4|neural_control:227.7|vehicle_angular_velocity:234.3|vehicle_torque_setpoint:50.0
mcnn_s3_pair2,mcnn,62.448,tilt>90,0.616,15292,244.88,min=0 p50=4000 p95=4000 p99=8000 max=8000,13,0,allocator_tag:2441/15292=0.160,neural_tag:12851/15292=0.840,14919,238.90,allocator_tag:2305/14919=0.155,neural_tag:12614/14919=0.845,allocator_tag:24/148=0.162,neural_tag:124/148=0.838,actuator_motors:244.9|actuator_outputs:238.9|neural_control:238.7|vehicle_angular_velocity:246.2|vehicle_torque_setpoint:50.0
mcnn_s3_pair4,mcnn,64.408,tilt>90,0.500,15043,233.56,min=0 p50=4000 p95=8000 p99=8000 max=12000,32,0,allocator_tag:1791/15043=0.119,neural_tag:13252/15043=0.881,14886,231.12,allocator_tag:1679/14886=0.113,neural_tag:13207/14886=0.887,allocator_tag:15/117=0.128,neural_tag:102/117=0.872,actuator_motors:233.6|actuator_outputs:231.1|neural_control:226.4|vehicle_angular_velocity:234.7|vehicle_torque_setpoint:50.0
mcnn_s3_pair5,mcnn,64.380,tilt>90,0.648,15041,233.63,min=0 p50=4000 p95=8000 p99=8000 max=8000,19,0,allocator_tag:1751/15041=0.116,neural_tag:13290/15041=0.884,14884,231.19,allocator_tag:1670/14884=0.112,neural_tag:13214/14884=0.888,allocator_tag:21/147=0.143,neural_tag:126/147=0.857,actuator_motors:233.6|actuator_outputs:231.2|neural_control:228.4|vehicle_angular_velocity:234.8|vehicle_torque_setpoint:50.0
mcnn_safe_validity_e0000,mcnn,46.448,none,46.448,10902,234.71,min=0 p50=4000 p95=8000 p99=8000 max=8000,14,0,allocator_tag:1258/10902=0.115,neural_tag:9644/10902=0.885,10761,231.68,allocator_tag:1194/10761=0.111,neural_tag:9567/10761=0.889,allocator_tag:1194/10761=0.111,neural_tag:9567/10761=0.889,actuator_motors:234.7|actuator_outputs:231.7|neural_control:228.1|vehicle_angular_velocity:235.7|vehicle_torque_setpoint:50.0
mcnn_safe_validity_e0001,mcnn,47.968,none,47.968,11278,235.12,min=0 p50=4000 p95=8000 p99=8000 max=8000,22,0,allocator_tag:1229/11278=0.109,neural_tag:10049/11278=0.891,11143,232.30,allocator_tag:1172/11143=0.105,neural_tag:9971/11143=0.895,allocator_tag:1172/11143=0.105,neural_tag:9971/11143=0.895,actuator_motors:235.1|actuator_outputs:232.3|neural_control:230.5|vehicle_angular_velocity:236.1|vehicle_torque_setpoint:50.0
mcnn_safe_baseline_s20261302,mcnn,62.136,none,62.136,14640,235.61,min=0 p50=4000 p95=8000 p99=8000 max=8000,24,0,allocator_tag:1285/14640=0.088,neural_tag:13355/14640=0.912,14527,233.79,allocator_tag:1213/14527=0.083,neural_tag:13314/14527=0.917,allocator_tag:1213/14527=0.083,neural_tag:13314/14527=0.917,actuator_motors:235.6|actuator_outputs:233.8|neural_control:230.0|vehicle_angular_velocity:236.6|vehicle_torque_setpoint:50.0
raptor_pair4_s20262302,raptor,85.176,none,85.176,20404,239.55,min=0 p50=4000 p95=4000 p99=8000 max=12000,5,0,allocator_or_other_tag:3/20404=0.000,raptor_tag:20401/20404=1.000,19765,232.05,allocator_or_other_tag:4/19765=0.000,raptor_tag:19761/19765=1.000,allocator_or_other_tag:4/19765=0.000,raptor_tag:19761/19765=1.000,actuator_motors:239.6|actuator_outputs:232.0|raptor_input:240.6|vehicle_angular_velocity:246.0|vehicle_torque_setpoint:50.0
raptor_pair5_s20262003,raptor,84.168,none,84.168,20117,239.01,min=0 p50=4000 p95=4000 p99=8000 max=12000,8,0,allocator_or_other_tag:5/20117=0.000,raptor_tag:20112/20117=1.000,19532,232.06,allocator_or_other_tag:5/19532=0.000,raptor_tag:19527/19532=1.000,allocator_or_other_tag:5/19532=0.000,raptor_tag:19527/19532=1.000,actuator_motors:239.0|actuator_outputs:232.1|raptor_input:239.9|vehicle_angular_velocity:246.2|vehicle_torque_setpoint:50.0
