# dpkg package snapshot from the Family A experiment container
# architecture=arm64
adduser	3.137ubuntu1
adwaita-icon-theme	46.0-1
apt	2.8.3
astyle	3.1-3build1
at-spi2-common	2.52.0-1build1
autoconf	2.71-3
automake	1:1.16.5-1.3ubuntu1
autotools-dev	20220109.1
base-files	13ubuntu10.4
base-passwd	3.6.3build1
bash	5.2.21-2ubuntu4
bash-completion	1:2.11-8
bc	1.07.1-3ubuntu4
bind9-dnsutils	1:9.18.39-0ubuntu0.24.04.5
bind9-host	1:9.18.39-0ubuntu0.24.04.5
bind9-libs:arm64	1:9.18.39-0ubuntu0.24.04.5
binutils	2.42-4ubuntu2.10
binutils-aarch64-linux-gnu	2.42-4ubuntu2.10
binutils-common:arm64	2.42-4ubuntu2.10
brz	3.3.5-6build2
bsdutils	1:2.39.3-9ubuntu6.5
build-essential	12.10ubuntu1
bzip2	1.0.8-5.1build0.1
bzr	2.7.0+bzr6622+brz
ca-certificates	20260601~24.04.1
catch2	3.4.0-1build1
ccache	4.9.1-1
cmake	3.28.3-1build7
cmake-data	3.28.3-1build7
comerr-dev:arm64	2.1-1.47.0-2.4~exp1ubuntu4.1
coreutils	9.4-3ubuntu6.2
cpp	4:13.2.0-7ubuntu1
cpp-13	13.3.0-6ubuntu2~24.04.1
cpp-13-aarch64-linux-gnu	13.3.0-6ubuntu2~24.04.1
cpp-aarch64-linux-gnu	4:13.2.0-7ubuntu1
cppcheck	2.13.0-2ubuntu3
cppzmq-dev:arm64	4.10.0-1build1
curl	8.5.0-2ubuntu10.9
dash	0.5.12-6ubuntu5
dbus	1.14.10-4ubuntu4.1
dbus-bin	1.14.10-4ubuntu4.1
dbus-daemon	1.14.10-4ubuntu4.1
dbus-session-bus-common	1.14.10-4ubuntu4.1
dbus-system-bus-common	1.14.10-4ubuntu4.1
dbus-user-session	1.14.10-4ubuntu4.1
dconf-gsettings-backend:arm64	0.40.0-4ubuntu0.1
dconf-service	0.40.0-4ubuntu0.1
debconf	1.5.86ubuntu1
debianutils	5.17build1
default-libmysqlclient-dev:arm64	1.1.0build1
diffutils	1:3.10-1build1
dirmngr	2.4.4-2ubuntu17.4
distro-info-data	0.60ubuntu0.6
dmidecode	3.5-3ubuntu0.1
dnsutils	1:9.18.39-0ubuntu0.24.04.5
docutils-common	0.20.1+dfsg-3
dpkg	1.22.6ubuntu6.6
dpkg-dev	1.22.6ubuntu6.6
e2fsprogs	1.47.0-2.4~exp1ubuntu4.1
file	1:5.45-3build1
findutils	4.9.0-5build1
fontconfig	2.15.0-1.1ubuntu2
fontconfig-config	2.15.0-1.1ubuntu2
fonts-dejavu-core	2.37-8
fonts-dejavu-mono	2.37-8
g++	4:13.2.0-7ubuntu1
g++-13	13.3.0-6ubuntu2~24.04.1
g++-13-aarch64-linux-gnu	13.3.0-6ubuntu2~24.04.1
g++-aarch64-linux-gnu	4:13.2.0-7ubuntu1
gcc	4:13.2.0-7ubuntu1
gcc-13	13.3.0-6ubuntu2~24.04.1
gcc-13-aarch64-linux-gnu	13.3.0-6ubuntu2~24.04.1
gcc-13-base:arm64	13.3.0-6ubuntu2~24.04.1
gcc-14-base:arm64	14.2.0-4ubuntu2~24.04.1
gcc-aarch64-linux-gnu	4:13.2.0-7ubuntu1
gdal-data	3.8.4+dfsg-3ubuntu3
gdal-plugins:arm64	3.8.4+dfsg-3ubuntu3
gdb	15.1-1ubuntu1~24.04.1
gir1.2-girepository-2.0:arm64	1.80.1-1
gir1.2-glib-2.0:arm64	2.80.0-6ubuntu3.8
gir1.2-gst-plugins-base-1.0:arm64	1.24.2-1ubuntu0.4
gir1.2-gstreamer-1.0:arm64	1.24.2-1ubuntu0.1
gir1.2-gudev-1.0:arm64	1:238-5ubuntu1
gir1.2-packagekitglib-1.0	1.2.8-2ubuntu1.5
git	1:2.43.0-1ubuntu7.3
git-man	1:2.43.0-1ubuntu7.3
glib-networking-common	2.80.0-1build1
glib-networking-services	2.80.0-1build1
glib-networking:arm64	2.80.0-1build1
gnupg	2.4.4-2ubuntu17.4
gnupg-utils	2.4.4-2ubuntu17.4
gnupg2	2.4.4-2ubuntu17.4
google-mock:arm64	1.14.0-1
googletest	1.14.0-1
gpg	2.4.4-2ubuntu17.4
gpg-agent	2.4.4-2ubuntu17.4
gpgconf	2.4.4-2ubuntu17.4
gpgsm	2.4.4-2ubuntu17.4
gpgv	2.4.4-2ubuntu17.4
graphviz	2.42.2-9ubuntu0.1
grep	3.11-4build1
gsettings-desktop-schemas	46.1-0ubuntu1
gstreamer1.0-libav:arm64	1.24.1-1build1
gstreamer1.0-plugins-bad:arm64	1.24.2-1ubuntu4
gstreamer1.0-plugins-base:arm64	1.24.2-1ubuntu0.4
gstreamer1.0-plugins-good:arm64	1.24.2-1ubuntu1.4
gstreamer1.0-plugins-ugly:arm64	1.24.1-1build1
gtk-update-icon-cache	3.24.41-4ubuntu1.3
gz-harmonic	1.0.0-1~noble
gz-launch7-cli	7.1.2-1~noble
gz-plugin2-cli	2.0.4-1~noble
gz-sim8-cli	8.14.0-1~noble
gz-tools2:arm64	2.0.3-1~noble
gz-transport13-cli	13.5.0-1~noble
gzip	1.12-1ubuntu3.1
hdf5-helpers	1.10.10+repack-3.1ubuntu4
hicolor-icon-theme	0.17-2
hostname	3.23+nmu2ubuntu2
humanity-icon-theme	0.6.16
ibverbs-providers:arm64	50.0-2ubuntu0.2
icu-devtools	74.2-1ubuntu3.1
init-system-helpers	1.66ubuntu1
iproute2	6.1.0-1ubuntu6.3
iputils-ping	3:20240117-1ubuntu0.1
iso-codes	4.16.0-1
keyboxd	2.4.4-2ubuntu17.4
krb5-multidev:arm64	1.20.1-6ubuntu2.6
lcov	2.0-4ubuntu2
less	590-2ubuntu2.1
liba52-0.7.4:arm64	0.7.4-20build1
libaa1:arm64	1.4p5-51.1
libacl1:arm64	2.3.2-1build1.1
libaec-dev:arm64	1.1.2-1build1
libaec0:arm64	1.1.2-1build1
libalgorithm-c3-perl	0.11-2
libann0	1.1.2+doc-9build1
libaom-dev:arm64	3.8.2-2ubuntu0.1
libaom3:arm64	3.8.2-2ubuntu0.1
libapparmor1:arm64	4.0.1really4.0.1-0ubuntu0.24.04.7
libappstream5:arm64	1.0.2-1build6
libapr1t64:arm64	1.7.2-3.1ubuntu0.1
libaprutil1t64:arm64	1.6.3-1.1ubuntu7
libapt-pkg6.0t64:arm64	2.8.3
libarchive13t64:arm64	3.7.2-2ubuntu0.7
libargon2-1:arm64	0~20190702+dfsg-4build1
libarmadillo-dev	1:12.6.7+dfsg-1build2
libarmadillo12	1:12.6.7+dfsg-1build2
libarpack2-dev:arm64	3.9.1-1.1build2
libarpack2t64:arm64	3.9.1-1.1build2
libasan8:arm64	14.2.0-4ubuntu2~24.04.1
libasio-dev	1:1.28.1-0.2
libasound2-data	1.2.11-1ubuntu0.2
libasound2t64:arm64	1.2.11-1ubuntu0.2
libass9:arm64	1:0.17.1-2build1
libassimp-dev:arm64	5.3.1+ds-2build1
libassimp5:arm64	5.3.1+ds-2build1
libassuan0:arm64	2.5.6-1build1
libasyncns0:arm64	0.8-6build4
libatk-bridge2.0-0t64:arm64	2.52.0-1build1
libatk1.0-0t64:arm64	2.52.0-1build1
libatomic1:arm64	14.2.0-4ubuntu2~24.04.1
libatspi2.0-0t64:arm64	2.52.0-1build1
libattr1:arm64	1:2.5.2-1build1.1
libaudit-common	1:3.1.2-2.1build1.1
libaudit1:arm64	1:3.1.2-2.1build1.1
libavahi-client3:arm64	0.8-13ubuntu6.2
libavahi-common-data:arm64	0.8-13ubuntu6.2
libavahi-common3:arm64	0.8-13ubuntu6.2
libavc1394-0:arm64	0.5.4-5build3
libavcodec-dev:arm64	7:6.1.1-3ubuntu5
libavcodec60:arm64	7:6.1.1-3ubuntu5
libavdevice-dev:arm64	7:6.1.1-3ubuntu5
libavdevice60:arm64	7:6.1.1-3ubuntu5
libavfilter-dev:arm64	7:6.1.1-3ubuntu5
libavfilter9:arm64	7:6.1.1-3ubuntu5
libavformat-dev:arm64	7:6.1.1-3ubuntu5
libavformat60:arm64	7:6.1.1-3ubuntu5
libavtp0:arm64	0.2.0-1build1
libavutil-dev:arm64	7:6.1.1-3ubuntu5
libavutil58:arm64	7:6.1.1-3ubuntu5
libb-hooks-endofscope-perl	0.28-1
libb-hooks-op-check-perl:arm64	0.22-3build1
libbabeltrace1:arm64	1.5.11-3build3
libbinutils:arm64	2.42-4ubuntu2.10
libblas-dev:arm64	3.12.0-3build1.1
libblas3:arm64	3.12.0-3build1.1
libblkid-dev:arm64	2.39.3-9ubuntu6.5
libblkid1:arm64	2.39.3-9ubuntu6.5
libblosc-dev:arm64	1.21.5+ds-1build1
libblosc1:arm64	1.21.5+ds-1build1
libbluray2:arm64	1:1.3.4-1build1
libboost-atomic1.83-dev:arm64	1.83.0-2.1ubuntu3.2
libboost-atomic1.83.0:arm64	1.83.0-2.1ubuntu3.2
libboost-chrono1.83-dev:arm64	1.83.0-2.1ubuntu3.2
libboost-chrono1.83.0t64:arm64	1.83.0-2.1ubuntu3.2
libboost-date-time1.83-dev:arm64	1.83.0-2.1ubuntu3.2
libboost-date-time1.83.0:arm64	1.83.0-2.1ubuntu3.2
libboost-dev:arm64	1.83.0.1ubuntu2
libboost-serialization1.83-dev:arm64	1.83.0-2.1ubuntu3.2
libboost-serialization1.83.0:arm64	1.83.0-2.1ubuntu3.2
libboost-system1.83-dev:arm64	1.83.0-2.1ubuntu3.2
libboost-system1.83.0:arm64	1.83.0-2.1ubuntu3.2
libboost-thread-dev:arm64	1.83.0.1ubuntu2
libboost-thread1.83-dev:arm64	1.83.0-2.1ubuntu3.2
libboost-thread1.83.0:arm64	1.83.0-2.1ubuntu3.2
libboost1.83-dev:arm64	1.83.0-2.1ubuntu3.2
libbpf1:arm64	1:1.3.0-2build2
libbrotli1:arm64	1.1.0-2build2
libbs2b0:arm64	3.1.0+dfsg-7build1
libbsd-dev:arm64	0.12.1-1build1.1
libbsd0:arm64	0.12.1-1build1.1
libbullet-dev:arm64	3.24+dfsg-2.1build1
libbullet3.24t64:arm64	3.24+dfsg-2.1build1
libbz2-1.0:arm64	1.0.8-5.1build0.1
libc-bin	2.39-0ubuntu8.7
libc-dev-bin	2.39-0ubuntu8.7
libc6-dev:arm64	2.39-0ubuntu8.7
libc6:arm64	2.39-0ubuntu8.7
libcaca0:arm64	0.99.beta20-4ubuntu0.2
libcairo-gobject2:arm64	1.18.0-3build1
libcairo2:arm64	1.18.0-3build1
libcap-dev:arm64	1:2.66-5ubuntu2.4
libcap-ng0:arm64	0.8.4-2build2
libcap2-bin	1:2.66-5ubuntu2.4
libcap2:arm64	1:2.66-5ubuntu2.4
libcapture-tiny-perl	0.48-2
libcc1-0:arm64	14.2.0-4ubuntu2~24.04.1
libccd2:arm64	2.1-2
libcdio-cdda2t64:arm64	10.2+2.0.1-1.1build2
libcdio-paranoia2t64:arm64	10.2+2.0.1-1.1build2
libcdio19t64:arm64	2.1.0-4.1ubuntu1.2
libcdparanoia0:arm64	3.10.2+debian-14build3
libcdt5:arm64	2.42.2-9ubuntu0.1
libcfitsio-dev:arm64	4.3.1-1.1build2
libcfitsio10t64:arm64	4.3.1-1.1build2
libcgraph6:arm64	2.42.2-9ubuntu0.1
libcharls2:arm64	2.4.2-2build2
libchromaprint1:arm64	1.5.1-5
libcjson1:arm64	1.7.17-1
libclass-c3-perl	0.35-2
libclass-data-inheritable-perl	0.08-3
libclass-inspector-perl	1.36-3
libclass-method-modifiers-perl	2.15-1
libclass-singleton-perl	1.6-2
libcodec2-1.2:arm64	1.2.0-2build1
libcolord2:arm64	1.4.7-1build2
libcom-err2:arm64	1.47.0-2.4~exp1ubuntu4.1
libconsole-bridge-dev:arm64	1.0.1+dfsg2-3build1
libconsole-bridge1.0:arm64	1.0.1+dfsg2-3build1
libcrypt-dev:arm64	1:4.4.36-4build1
libcrypt1:arm64	1:4.4.36-4build1
libcryptsetup12:arm64	2:2.7.0-1ubuntu4.2
libctf-nobfd0:arm64	2.42-4ubuntu2.10
libctf0:arm64	2.42-4ubuntu2.10
libcups2t64:arm64	2.4.7-1.2ubuntu7.14
libcurl3t64-gnutls:arm64	8.5.0-2ubuntu10.9
libcurl4-openssl-dev:arm64	8.5.0-2ubuntu10.9
libcurl4t64:arm64	8.5.0-2ubuntu10.9
libdart-core+collisions+odelcpsolver6.13:arm64	6.13.2+ds1-1~osrf2~noble
libdata-optlist-perl	0.114-1
libdatetime-locale-perl	1:1.37-1
libdatetime-perl	2:1.65-1build2
libdatetime-timezone-perl	1:2.62-1+2024a
libdatrie1:arm64	0.2.13-3build1
libdav1d-dev:arm64	1.4.1-1build1
libdav1d7:arm64	1.4.1-1build1
libdb5.3t64:arm64	5.3.28+dfsg2-7
libdbus-1-3:arm64	1.14.10-4ubuntu4.1
libdc1394-25:arm64	2.2.6-4build1
libdc1394-dev:arm64	2.2.6-4build1
libdca0:arm64	0.0.7-2build1
libdconf1:arm64	0.40.0-4ubuntu0.1
libde265-0:arm64	1.0.15-1build3
libde265-dev:arm64	1.0.15-1build3
libdebconfclient0:arm64	0.271ubuntu3
libdebuginfod-common	0.190-1.1ubuntu0.1
libdebuginfod1t64:arm64	0.190-1.1ubuntu0.1
libdecor-0-0:arm64	0.2.2-1build2
libdeflate-dev:arm64	1.19-1build1.1
libdeflate0:arm64	1.19-1build1.1
libdevel-callchecker-perl:arm64	0.008-2build3
libdevel-stacktrace-perl	2.0500-1
libdevmapper1.02.1:arm64	2:1.02.185-3ubuntu3.2
libdirectfb-1.7-7t64:arm64	1.7.7-11.1ubuntu2
libdouble-conversion3:arm64	3.3.0-1build1
libdpkg-perl	1.22.6ubuntu6.6
libdraco8:arm64	1.5.6+dfsg-3build1
libdrm-amdgpu1:arm64	2.4.125-1ubuntu0.1~24.04.2
libdrm-common	2.4.125-1ubuntu0.1~24.04.2
libdrm-dev:arm64	2.4.125-1ubuntu0.1~24.04.2
libdrm-etnaviv1:arm64	2.4.125-1ubuntu0.1~24.04.2
libdrm-freedreno1:arm64	2.4.125-1ubuntu0.1~24.04.2
libdrm-nouveau2:arm64	2.4.125-1ubuntu0.1~24.04.2
libdrm-radeon1:arm64	2.4.125-1ubuntu0.1~24.04.2
libdrm-tegra0:arm64	2.4.125-1ubuntu0.1~24.04.2
libdrm2:arm64	2.4.125-1ubuntu0.1~24.04.2
libduktape207:arm64	2.7.0+tests-0ubuntu3
libdv4t64:arm64	1.0.0-17.1build1
libdvdnav4:arm64	6.1.1-3build1
libdvdread8t64:arm64	6.1.3-1.1build1
libdw-dev:arm64	0.190-1.1ubuntu0.1
libdw1t64:arm64	0.190-1.1ubuntu0.1
libdynaloader-functions-perl	0.003-3
libedit2:arm64	3.1-20230828-1build1
libegl-dev:arm64	1.7.0-1build1
libegl-mesa0:arm64	25.2.8-0ubuntu0.24.04.2
libegl1:arm64	1.7.0-1build1
libeigen3-dev	3.4.0-4build0.1
libelf-dev:arm64	0.190-1.1ubuntu0.1
libelf1t64:arm64	0.190-1.1ubuntu0.1
libepoxy0:arm64	1.5.10-1build1
liberror-perl	0.17029-2
libev-dev:arm64	1:4.33-2.1build1
libev4t64:arm64	1:4.33-2.1build1
libeval-closure-perl	0.14-3
libevdev2:arm64	1.13.1+dfsg-1build1
libevent-core-2.1-7t64:arm64	2.1.12-stable-9ubuntu2
libevent-pthreads-2.1-7t64:arm64	2.1.12-stable-9ubuntu2
libexception-class-perl	1.45-1
libexif-dev:arm64	0.6.24-1build2
libexif12:arm64	0.6.24-1build2
libexpat1-dev:arm64	2.6.1-2ubuntu0.4
libexpat1:arm64	2.6.1-2ubuntu0.4
libext2fs2t64:arm64	1.47.0-2.4~exp1ubuntu4.1
libfaad2:arm64	2.11.1-1build1
libfabric1:arm64	1.17.0-3build2
libfcl0.7:arm64	0.7.0-3build2
libfdisk1:arm64	2.39.3-9ubuntu6.5
libffi-dev:arm64	3.4.6-1build1
libffi8:arm64	3.4.6-1build1
libfftw3-double3:arm64	3.3.10-1ubuntu3
libfile-sharedir-perl	1.118-3
libflac12t64:arm64	1.4.3+ds-2.1ubuntu2
libflite1:arm64	2.2-6build3
libfluidsynth3:arm64	2.3.4-1build3
libfmt-dev:arm64	9.1.0+ds1-2
libfmt9:arm64	9.1.0+ds1-2
libfontconfig1:arm64	2.15.0-1.1ubuntu2
libfreeaptx0:arm64	0.1.1-2build1
libfreeimage-dev:arm64	3.18.0+ds2-10build4
libfreeimage3:arm64	3.18.0+ds2-10build4
libfreetype6:arm64	2.13.2+dfsg-1ubuntu0.1
libfreexl-dev:arm64	2.0.0-1build2
libfreexl1:arm64	2.0.0-1build2
libfribidi0:arm64	1.0.13-3build1
libfyba-dev:arm64	4.1.1-11build1
libfyba0t64:arm64	4.1.1-11build1
libgbm-dev:arm64	25.2.8-0ubuntu0.24.04.2
libgbm1:arm64	25.2.8-0ubuntu0.24.04.2
libgcc-13-dev:arm64	13.3.0-6ubuntu2~24.04.1
libgcc-s1:arm64	14.2.0-4ubuntu2~24.04.1
libgcrypt20:arm64	1.10.3-2build1
libgd3:arm64	2.3.3-9ubuntu5
libgdal-dev	3.8.4+dfsg-3ubuntu3
libgdal34t64:arm64	3.8.4+dfsg-3ubuntu3
libgdbm-compat4t64:arm64	1.23-5.1build1
libgdbm6t64:arm64	1.23-5.1build1
libgdcm-dev	3.0.22-2.1ubuntu1
libgdcm3.0t64:arm64	3.0.22-2.1ubuntu1
libgdk-pixbuf-2.0-0:arm64	2.42.10+dfsg-3ubuntu3.3
libgdk-pixbuf2.0-common	2.42.10+dfsg-3ubuntu3.3
libgeos-c1t64:arm64	3.12.1-3build1
libgeos-dev	3.12.1-3build1
libgeos3.12.1t64:arm64	3.12.1-3build1
libgeotiff-dev:arm64	1.7.1-5build1
libgeotiff5:arm64	1.7.1-5build1
libgfortran5:arm64	14.2.0-4ubuntu2~24.04.1
libgif-dev:arm64	5.2.2-1ubuntu1
libgif7:arm64	5.2.2-1ubuntu1
libgirepository-1.0-1:arm64	1.80.1-1
libgirepository-2.0-0:arm64	2.80.0-6ubuntu3.8
libgl-dev:arm64	1.7.0-1build1
libgl1-mesa-dri:arm64	25.2.8-0ubuntu0.24.04.2
libgl1:arm64	1.7.0-1build1
libgl2ps1.4	1.4.2+dfsg1-2build1
libgles-dev:arm64	1.7.0-1build1
libgles1:arm64	1.7.0-1build1
libgles2:arm64	1.7.0-1build1
libglew2.2:arm64	2.2.0-4build1
libglib2.0-0t64:arm64	2.80.0-6ubuntu3.8
libglib2.0-bin	2.80.0-6ubuntu3.8
libglib2.0-data	2.80.0-6ubuntu3.8
libglib2.0-dev-bin	2.80.0-6ubuntu3.8
libglib2.0-dev:arm64	2.80.0-6ubuntu3.8
libglu1-mesa-dev:arm64	9.0.2-1.1build1
libglu1-mesa:arm64	9.0.2-1.1build1
libglvnd0:arm64	1.7.0-1build1
libglx-dev:arm64	1.7.0-1build1
libglx-mesa0:arm64	25.2.8-0ubuntu0.24.04.2
libglx0:arm64	1.7.0-1build1
libgme0:arm64	0.6.3-7build1
libgmp10:arm64	2:6.3.0+dfsg-2ubuntu6.1
libgnutls30t64:arm64	3.8.3-1.1ubuntu3.5
libgomp1:arm64	14.2.0-4ubuntu2~24.04.1
libgpg-error0:arm64	1.47-3build2.1
libgphoto2-6t64:arm64	2.5.31-2.1ubuntu1
libgphoto2-dev:arm64	2.5.31-2.1ubuntu1
libgphoto2-port12t64:arm64	2.5.31-2.1ubuntu1
libgpm2:arm64	1.20.7-11
libgprofng0:arm64	2.42-4ubuntu2.10
libgraphite2-3:arm64	1.3.14-2ubuntu0.24.04.1
libgsm1:arm64	1.0.22-1build1
libgssapi-krb5-2:arm64	1.20.1-6ubuntu2.6
libgssdp-1.6-0:arm64	1.6.3-1build3
libgssrpc4t64:arm64	1.20.1-6ubuntu2.6
libgstreamer-gl1.0-0:arm64	1.24.2-1ubuntu0.4
libgstreamer-plugins-bad1.0-0:arm64	1.24.2-1ubuntu4
libgstreamer-plugins-base1.0-0:arm64	1.24.2-1ubuntu0.4
libgstreamer-plugins-base1.0-dev	1.24.2-1ubuntu0.4
libgstreamer-plugins-good1.0-0:arm64	1.24.2-1ubuntu1.4
libgstreamer1.0-0:arm64	1.24.2-1ubuntu0.1
libgstreamer1.0-dev:arm64	1.24.2-1ubuntu0.1
libgtest-dev:arm64	1.14.0-1
libgtk-3-0t64:arm64	3.24.41-4ubuntu1.3
libgtk-3-common	3.24.41-4ubuntu1.3
libgts-0.7-5t64:arm64	0.7.6+darcs121130-5.2build1
libgts-dev:arm64	0.7.6+darcs121130-5.2build1
libgudev-1.0-0:arm64	1:238-5ubuntu1
libgudev-1.0-dev:arm64	1:238-5ubuntu1
libgupnp-1.6-0:arm64	1.6.6-1build3
libgupnp-igd-1.6-0:arm64	1.6.0-3build3
libgvc6	2.42.2-9ubuntu0.1
libgvpr2:arm64	2.42.2-9ubuntu0.1
libgz-cmake3-dev:arm64	3.6.0-1~noble
libgz-common5-av-dev:arm64	5.8.0-1~noble
libgz-common5-av:arm64	5.8.0-1~noble
libgz-common5-core-dev:arm64	5.8.0-1~noble
libgz-common5-dev:arm64	5.8.0-1~noble
libgz-common5-events-dev:arm64	5.8.0-1~noble
libgz-common5-events:arm64	5.8.0-1~noble
libgz-common5-geospatial-dev:arm64	5.8.0-1~noble
libgz-common5-geospatial:arm64	5.8.0-1~noble
libgz-common5-graphics-dev:arm64	5.8.0-1~noble
libgz-common5-graphics:arm64	5.8.0-1~noble
libgz-common5-io-dev:arm64	5.8.0-1~noble
libgz-common5-io:arm64	5.8.0-1~noble
libgz-common5-profiler-dev:arm64	5.8.0-1~noble
libgz-common5-profiler:arm64	5.8.0-1~noble
libgz-common5-testing-dev:arm64	5.8.0-1~noble
libgz-common5-testing:arm64	5.8.0-1~noble
libgz-common5:arm64	5.8.0-1~noble
libgz-fuel-tools9-dev:arm64	9.1.1-1~noble
