# dpkg package snapshot from the Family A experiment container
# architecture=arm64
adduser	3.137ubuntu1
libgz-fuel-tools9:arm64	9.1.1-1~noble
libgz-gui8-dev:arm64	8.4.0-1~noble
libgz-gui8:arm64	8.4.0-1~noble
libgz-launch7-dev:arm64	7.1.2-1~noble
libgz-launch7:arm64	7.1.2-1~noble
libgz-math7-dev:arm64	7.6.0-1~noble
libgz-math7-eigen3-dev:arm64	7.6.0-1~noble
libgz-math7:arm64	7.6.0-1~noble
libgz-msgs10-dev:arm64	10.3.2-1~noble
libgz-msgs10:arm64	10.3.2-1~noble
libgz-physics7-bullet-dev:arm64	7.8.0-1~noble
libgz-physics7-bullet:arm64	7.8.0-1~noble
libgz-physics7-core-dev:arm64	7.8.0-1~noble
libgz-physics7-dartsim-dev:arm64	7.8.0-1~noble
libgz-physics7-dartsim:arm64	7.8.0-1~noble
libgz-physics7-dev:arm64	7.8.0-1~noble
libgz-physics7-heightmap-dev:arm64	7.8.0-1~noble
libgz-physics7-mesh-dev:arm64	7.8.0-1~noble
libgz-physics7-sdf-dev:arm64	7.8.0-1~noble
libgz-physics7-tpe-dev:arm64	7.8.0-1~noble
libgz-physics7-tpe:arm64	7.8.0-1~noble
libgz-physics7-tpelib-dev:arm64	7.8.0-1~noble
libgz-physics7-tpelib:arm64	7.8.0-1~noble
libgz-physics7:arm64	7.8.0-1~noble
libgz-plugin2-dev:arm64	2.0.4-1~noble
libgz-plugin2:arm64	2.0.4-1~noble
libgz-rendering8-core-dev:arm64	8.2.3-1~noble
libgz-rendering8-dev:arm64	8.2.3-1~noble
libgz-rendering8-ogre1-dev:arm64	8.2.3-1~noble
libgz-rendering8-ogre1:arm64	8.2.3-1~noble
libgz-rendering8-ogre2-dev:arm64	8.2.3-1~noble
libgz-rendering8-ogre2:arm64	8.2.3-1~noble
libgz-rendering8:arm64	8.2.3-1~noble
libgz-sensors8-air-pressure-dev:arm64	8.2.2-1~noble
libgz-sensors8-air-pressure:arm64	8.2.2-1~noble
libgz-sensors8-air-speed-dev:arm64	8.2.2-1~noble
libgz-sensors8-air-speed:arm64	8.2.2-1~noble
libgz-sensors8-altimeter-dev:arm64	8.2.2-1~noble
libgz-sensors8-altimeter:arm64	8.2.2-1~noble
libgz-sensors8-boundingbox-camera-dev:arm64	8.2.2-1~noble
libgz-sensors8-boundingbox-camera:arm64	8.2.2-1~noble
libgz-sensors8-camera-dev:arm64	8.2.2-1~noble
libgz-sensors8-camera:arm64	8.2.2-1~noble
libgz-sensors8-core-dev:arm64	8.2.2-1~noble
libgz-sensors8-depth-camera-dev:arm64	8.2.2-1~noble
libgz-sensors8-depth-camera:arm64	8.2.2-1~noble
libgz-sensors8-dev:arm64	8.2.2-1~noble
libgz-sensors8-dvl-dev:arm64	8.2.2-1~noble
libgz-sensors8-dvl:arm64	8.2.2-1~noble
libgz-sensors8-force-torque-dev:arm64	8.2.2-1~noble
libgz-sensors8-force-torque:arm64	8.2.2-1~noble
libgz-sensors8-gpu-lidar-dev:arm64	8.2.2-1~noble
libgz-sensors8-gpu-lidar:arm64	8.2.2-1~noble
libgz-sensors8-imu-dev:arm64	8.2.2-1~noble
libgz-sensors8-imu:arm64	8.2.2-1~noble
libgz-sensors8-lidar-dev:arm64	8.2.2-1~noble
libgz-sensors8-lidar:arm64	8.2.2-1~noble
libgz-sensors8-logical-camera-dev:arm64	8.2.2-1~noble
libgz-sensors8-logical-camera:arm64	8.2.2-1~noble
libgz-sensors8-magnetometer-dev:arm64	8.2.2-1~noble
libgz-sensors8-magnetometer:arm64	8.2.2-1~noble
libgz-sensors8-navsat-dev:arm64	8.2.2-1~noble
libgz-sensors8-navsat:arm64	8.2.2-1~noble
libgz-sensors8-rendering-dev:arm64	8.2.2-1~noble
libgz-sensors8-rendering:arm64	8.2.2-1~noble
libgz-sensors8-rgbd-camera-dev:arm64	8.2.2-1~noble
libgz-sensors8-rgbd-camera:arm64	8.2.2-1~noble
libgz-sensors8-segmentation-camera-dev:arm64	8.2.2-1~noble
libgz-sensors8-segmentation-camera:arm64	8.2.2-1~noble
libgz-sensors8-thermal-camera-dev:arm64	8.2.2-1~noble
libgz-sensors8-thermal-camera:arm64	8.2.2-1~noble
libgz-sensors8-wide-angle-camera-dev:arm64	8.2.2-1~noble
libgz-sensors8-wide-angle-camera:arm64	8.2.2-1~noble
libgz-sensors8:arm64	8.2.2-1~noble
libgz-sim8-dev:arm64	8.14.0-1~noble
libgz-sim8-plugins:arm64	8.14.0-1~noble
libgz-sim8:arm64	8.14.0-1~noble
libgz-tools2-dev:arm64	2.0.3-1~noble
libgz-transport13-core-dev:arm64	13.5.0-1~noble
libgz-transport13-dev:arm64	13.5.0-1~noble
libgz-transport13-log-dev:arm64	13.5.0-1~noble
libgz-transport13-log:arm64	13.5.0-1~noble
libgz-transport13-parameters-dev:arm64	13.5.0-1~noble
libgz-transport13-parameters:arm64	13.5.0-1~noble
libgz-transport13:arm64	13.5.0-1~noble
libgz-utils2-cli-dev:arm64	2.2.1-1~noble
libgz-utils2-dev:arm64	2.2.1-1~noble
libgz-utils2:arm64	2.2.1-1~noble
libharfbuzz0b:arm64	8.3.0-2build2
libhdf4-0-alt:arm64	4.2.16-4build1
libhdf4-alt-dev	4.2.16-4build1
libhdf5-103-1t64:arm64	1.10.10+repack-3.1ubuntu4
libhdf5-cpp-103-1t64:arm64	1.10.10+repack-3.1ubuntu4
libhdf5-dev	1.10.10+repack-3.1ubuntu4
libhdf5-fortran-102t64:arm64	1.10.10+repack-3.1ubuntu4
libhdf5-hl-100t64:arm64	1.10.10+repack-3.1ubuntu4
libhdf5-hl-cpp-100t64:arm64	1.10.10+repack-3.1ubuntu4
libhdf5-hl-fortran-100t64:arm64	1.10.10+repack-3.1ubuntu4
libheif-dev:arm64	1.17.6-1ubuntu4.4
